General : Method name,General : Method saved date,General : Sample File Name,Sample text inputs : Polymer batch,Sample choice input : Sample choice input  1,Sample choice input : Sample choice input  2,Sample notes : Sample Description,Precycling : Cycles,Precycling : Rate,Test : Rate 1
,,,,,,,,(%/s),(%/s)
"C:\Users\Public\Documents\Instron\Bluehill Universal\Output\Warrick\WM Uniaxial Tensile.im_tens","7/14/2020 4:29 PM","C:\Users\Public\Documents\Instron\Bluehill Universal\Output\Warrick\wm 2-104-2_20211118_141249.is_tens","wm 2-104-2","<None>","<None>","","10","5.00","3.00"

Results Table 1
,Sample Type,Specimen ID,Specimen Thickness,Length,Thickness,Width,Modulus (Automatic Young's)
,,,,(mm),(mm),(mm),(MPa)
1,"<None>","1","<None>","14.22","0.83","1.58","6.68"

Time,Displacement,Force
"3.2230","0.67678","217.15"
"3.2430","0.66246","206.97"
"3.2630","0.64812","196.82"
"3.2830","0.63379","186.49"
"3.3030","0.61951","176.28"
"3.3230","0.60522","166.36"
"3.3430","0.59105","156.69"
"3.3630","0.57660","145.57"
"3.3830","0.56223","135.41"
"3.4030","0.54795","126.39"
"3.4230","0.53398","116.29"
"3.4430","0.51978","106.50"
"3.4630","0.50555","96.927"
"3.4830","0.49144","86.651"
"3.5030","0.47741","78.143"
"3.5230","0.46330","67.929"
"3.5430","0.44916","58.076"
"3.5630","0.43519","49.707"
"3.5830","0.42119","38.593"
"3.6030","0.40680","28.976"
"3.6230","0.39255","18.837"
"3.6430","0.37816","8.1361"
"3.6630","0.36379","-0.93086"
"3.6830","0.34938","-11.456"
"3.7030","0.33507","-20.955"
"3.7230","0.32086","-30.039"
"3.7430","0.30652","-40.735"
"3.7630","0.29226","-49.657"
"3.7830","0.27803","-59.555"
"3.8030","0.26398","-69.343"
"3.8230","0.24983","-78.402"
"3.8430","0.23553","-88.647"
"3.8630","0.22129","-98.248"
"3.8830","0.20724","-107.31"
"3.9030","0.19310","-117.23"
"3.9230","0.17881","-126.86"
"3.9430","0.16454","-136.16"
"3.9630","0.15059","-145.23"
"3.9830","0.13654","-153.92"
"4.0030","0.12246","-164.29"
"4.0230","0.10819","-173.47"
"4.0430","0.093933","-183.16"
"4.0630","0.079488","-193.91"
"4.0830","0.065116","-202.55"
"4.1030","0.050826","-212.14"
"4.1230","0.036488","-221.74"
"4.1430","0.022260","-230.00"
"4.1630","0.0080484","-239.48"
"4.1750","-0.00045123","-244.57"
"4.1760","-0.0011538","-244.97"
"4.1960","-0.014777","-248.41"
"4.2160","-0.022381","-236.32"
"4.2360","-0.020136","-207.43"
"4.2560","-0.012162","-182.61"
"4.2760","-0.0042618","-157.43"
"4.2960","0.0084209","-123.55"
"4.3160","0.025691","-89.930"
"4.3360","0.043557","-60.891"
"4.3560","0.059938","-37.172"
"4.3760","0.075124","-17.338"
"4.3960","0.089791","1.6805"
"4.4160","0.10457","20.520"
"4.4360","0.11909","37.732"
"4.4560","0.13329","53.999"
"4.4760","0.14733","70.714"
"4.4960","0.16157","86.431"
"4.5160","0.17575","101.79"
"4.5360","0.18995","117.46"
"4.5560","0.20452","132.90"
"4.5760","0.21910","148.22"
"4.5960","0.23338","162.13"
"4.6160","0.24748","175.92"
"4.6360","0.26183","190.36"
"4.6560","0.27616","202.90"
"4.6760","0.29023","216.27"
"4.6960","0.30454","229.62"
"4.7160","0.31903","243.02"
"4.7360","0.33343","256.04"
"4.7560","0.34761","267.46"
"4.7760","0.36193","280.53"
"4.7960","0.37631","292.41"
"4.8160","0.39040","303.37"
"4.8360","0.40450","315.10"
"4.8560","0.41835","325.93"
"4.8760","0.43242","337.20"
"4.8960","0.44643","348.48"
"4.9160","0.46047","359.40"
"4.9360","0.47480","370.92"
"4.9560","0.48922","381.82"
"4.9760","0.50357","392.41"
"4.9960","0.51778","403.91"
"5.0160","0.53224","414.34"
"5.0360","0.54668","424.98"
"5.0560","0.56085","435.20"
"5.0760","0.57497","444.50"
"5.0960","0.58923","455.72"
"5.1160","0.60379","465.71"
"5.1360","0.61808","475.32"
"5.1560","0.63232","485.76"
"5.1760","0.64660","494.67"
"5.1960","0.66074","504.51"
"5.2160","0.67490","513.78"
"5.2360","0.68885","522.31"
"5.2560","0.70303","532.17"
"5.2760","0.71706","540.81"
"5.2960","0.73101","549.68"
"5.3160","0.74508","559.42"
"5.3360","0.75933","568.21"
"5.3560","0.77354","577.58"
"5.3760","0.78768","586.55"
"5.3960","0.80201","595.54"
"5.4160","0.81645","604.98"
"5.4360","0.83079","613.85"
"5.4560","0.84509","622.43"
"5.4760","0.85949","631.77"
"5.4960","0.87394","639.92"
"5.5160","0.88789","647.57"
"5.5360","0.90198","656.53"
"5.5560","0.91637","665.65"
"5.5760","0.93077","673.55"
"5.5960","0.94498","682.19"
"5.6160","0.95912","690.26"
"5.6360","0.97345","698.39"
"5.6560","0.98753","706.32"
"5.6760","1.0017","713.89"
"5.6960","1.0157","722.08"
"5.7160","1.0299","730.05"
"5.7360","1.0439","737.61"
"5.7560","1.0579","745.98"
"5.7760","1.0722","753.40"
"5.7960","1.0864","761.65"
"5.8160","1.1006","770.19"
"5.8360","1.1148","777.38"
"5.8560","1.1293","786.06"
"5.8760","1.1438","793.42"
"5.8960","1.1580","801.18"
"5.9160","1.1723","809.19"
"5.9360","1.1867","816.28"
"5.9560","1.2012","824.90"
"5.9760","1.2154","831.48"
"5.9960","1.2295","838.73"
"6.0160","1.2438","847.04"
"6.0360","1.2580","853.21"
"6.0560","1.2722","860.94"
"6.0760","1.2863","868.34"
"6.0960","1.3007","875.22"
"6.1160","1.3146","881.96"
"6.1360","1.3281","888.05"
"6.1560","1.3419","895.42"
"6.1760","1.3563","903.47"
"6.1960","1.3707","910.75"
"6.2160","1.3850","918.00"
"6.2360","1.3993","925.39"
"6.2560","1.4138","932.05"
"6.2680","1.4224","936.68"
"6.2690","1.4231","937.04"
"6.2890","1.4369","939.30"
"6.3090","1.4444","927.50"
"6.3290","1.4421","904.63"
"6.3490","1.4340","883.17"
"6.3690","1.4254","861.01"
"6.3890","1.4121","833.51"
"6.4090","1.3949","804.84"
"6.4290","1.3776","782.51"
"6.4490","1.3619","763.99"
"6.4690","1.3472","746.71"
"6.4890","1.3325","730.94"
"6.5090","1.3179","715.23"
"6.5290","1.3037","700.75"
"6.5490","1.2896","686.21"
"6.5690","1.2749","671.20"
"6.5890","1.2602","656.73"
"6.6090","1.2457","642.90"
"6.6290","1.2313","629.31"
"6.6490","1.2169","616.19"
"6.6690","1.2025","603.07"
"6.6890","1.1884","590.07"
"6.7090","1.1740","578.09"
"6.7290","1.1598","564.84"
"6.7490","1.1453","552.44"
"6.7690","1.1311","541.28"
"6.7890","1.1169","528.52"
"6.8090","1.1028","517.10"
"6.8290","1.0887","506.04"
"6.8490","1.0748","494.23"
"6.8690","1.0609","483.32"
"6.8890","1.0468","471.14"
"6.9090","1.0326","460.33"
"6.9290","1.0184","448.30"
"6.9490","1.0039","436.06"
"6.9690","0.98961","425.40"
"6.9890","0.97530","413.97"
"7.0090","0.96106","402.76"
"7.0290","0.94670","391.77"
"7.0490","0.93233","380.40"
"7.0690","0.91814","370.20"
"7.0890","0.90391","359.21"
"7.1090","0.88966","348.19"
"7.1290","0.87543","338.15"
"7.1490","0.86149","327.55"
"7.1690","0.84716","316.45"
"7.1890","0.83264","305.61"
"7.2090","0.81831","295.14"
"7.2290","0.80427","284.98"
"7.2490","0.79021","275.32"
"7.2690","0.77619","265.22"
"7.2890","0.76214","255.38"
"7.3090","0.74803","244.70"
"7.3290","0.73382","234.54"
"7.3490","0.71969","224.49"
"7.3690","0.70550","213.78"
"7.3890","0.69130","203.58"
"7.4090","0.67682","193.54"
"7.4290","0.66247","182.52"
"7.4490","0.64811","172.75"
"7.4690","0.63379","162.70"
"7.4890","0.61950","152.49"
"7.5090","0.60520","143.04"
"7.5290","0.59106","132.89"
"7.5490","0.57659","122.55"
"7.5690","0.56219","112.71"
"7.5890","0.54794","102.71"
"7.6090","0.53398","93.994"
"7.6290","0.51984","83.937"
"7.6490","0.50561","74.163"
"7.6690","0.49147","65.351"
"7.6890","0.47743","55.438"
"7.7090","0.46329","46.028"
"7.7290","0.44921","36.558"
"7.7490","0.43522","27.047"
"7.7690","0.42113","17.395"
"7.7890","0.40675","7.5104"
"7.8090","0.39258","-2.5674"
"7.8290","0.37822","-12.103"
"7.8490","0.36380","-22.541"
"7.8690","0.34928","-32.304"
"7.8890","0.33496","-41.356"
"7.9090","0.32088","-50.716"
"7.9290","0.30663","-60.074"
"7.9490","0.29228","-70.429"
"7.9690","0.27796","-79.620"
"7.9890","0.26397","-88.286"
"8.0090","0.24980","-98.836"
"8.0290","0.23544","-107.70"
"8.0490","0.22121","-117.14"
"8.0690","0.20726","-126.05"
"8.0890","0.19319","-135.12"
"8.1090","0.17883","-145.64"
"8.1290","0.16451","-154.55"
"8.1490","0.15068","-163.09"
"8.1690","0.13668","-171.73"
"8.1890","0.12253","-181.03"
"8.2090","0.10819","-190.93"
"8.2290","0.093858","-200.40"
"8.2490","0.079405","-209.76"
"8.2690","0.065154","-219.57"
"8.2890","0.050864","-227.83"
"8.3090","0.036511","-237.25"
"8.3290","0.022316","-246.45"
"8.3490","0.0080689","-254.50"
"8.3610","-0.00046423","-259.76"
"8.3620","-0.0011692","-260.22"
"8.3820","-0.014809","-264.64"
"8.4020","-0.022377","-251.20"
"8.4220","-0.020120","-222.73"
"8.4420","-0.012201","-198.15"
"8.4620","-0.0043498","-171.95"
"8.4820","0.0083336","-139.28"
"8.5020","0.025660","-104.75"
"8.5220","0.043562","-75.576"
"8.5420","0.059925","-52.934"
"8.5620","0.075165","-32.043"
"8.5820","0.089849","-13.777"
"8.6020","0.10459","4.4421"
"8.6220","0.11910","22.364"
"8.6420","0.13329","37.889"
"8.6620","0.14742","54.407"
"8.6820","0.16168","70.550"
"8.7020","0.17574","84.711"
"8.7220","0.18988","100.80"
"8.7420","0.20447","116.34"
"8.7620","0.21911","131.08"
"8.7820","0.23339","145.83"
"8.8020","0.24744","158.59"
"8.8220","0.26173","172.88"
"8.8420","0.27609","185.97"
"8.8620","0.29023","198.86"
"8.8820","0.30452","212.77"
"8.9020","0.31905","225.33"
"8.9220","0.33351","238.46"
"8.9420","0.34763","249.94"
"8.9620","0.36180","261.77"
"8.9820","0.37620","274.66"
"9.0020","0.39045","286.10"
"9.0220","0.40460","297.13"
"9.0420","0.41843","308.52"
"9.0620","0.43248","318.82"
"9.0820","0.44635","329.47"
"9.1020","0.46039","341.12"
"9.1220","0.47480","352.45"
"9.1420","0.48929","364.05"
"9.1620","0.50365","374.20"
"9.1820","0.51776","384.83"
"9.2020","0.53225","396.45"
"9.2220","0.54670","405.95"
"9.2420","0.56081","415.97"
"9.2620","0.57494","425.90"
"9.2820","0.58924","436.30"
"9.3020","0.60384","447.31"
"9.3220","0.61807","456.46"
"9.3420","0.63226","466.06"
"9.3620","0.64662","476.42"
"9.3820","0.66079","485.26"
"9.4020","0.67490","494.77"
"9.4220","0.68888","504.11"
"9.4420","0.70307","512.69"
"9.4620","0.71709","522.61"
"9.4820","0.73098","530.81"
"9.5020","0.74504","539.93"
"9.5220","0.75929","549.94"
"9.5420","0.77352","558.42"
"9.5620","0.78775","567.96"
"9.5820","0.80210","576.99"
"9.6020","0.81652","585.98"
"9.6220","0.83082","595.27"
"9.6420","0.84503","603.31"
"9.6620","0.85942","612.64"
"9.6820","0.87390","621.80"
"9.7020","0.88789","629.17"
"9.7220","0.90197","637.74"
"9.7420","0.91630","647.44"
"9.7620","0.93070","655.21"
"9.7820","0.94497","664.05"
"9.8020","0.95918","672.46"
"9.8220","0.97353","680.18"
"9.8420","0.98754","688.68"
"9.8620","1.0016","696.17"
"9.8820","1.0156","704.49"
"9.9020","1.0298","712.90"
"9.9220","1.0439","719.95"
"9.9420","1.0579","728.68"
"9.9620","1.0722","736.41"
"9.9820","1.0864","744.04"
"10.002","1.1007","753.16"
"10.022","1.1148","760.08"
"10.042","1.1293","768.81"
"10.062","1.1438","776.76"
"10.082","1.1580","783.91"
"10.102","1.1723","792.89"
"10.122","1.1867","800.23"
"10.142","1.2012","808.04"
"10.162","1.2153","815.48"
"10.182","1.2295","822.29"
"10.202","1.2439","830.66"
"10.222","1.2581","838.07"
"10.242","1.2722","844.64"
"10.262","1.2863","852.76"
"10.282","1.3006","859.98"
"10.302","1.3145","866.05"
"10.322","1.3280","873.44"
"10.342","1.3420","880.34"
"10.362","1.3563","888.43"
"10.382","1.3708","896.81"
"10.402","1.3850","902.93"
"10.422","1.3993","910.87"
"10.442","1.4138","918.22"
"10.454","1.4223","922.05"
"10.455","1.4231","922.38"
"10.475","1.4369","925.67"
"10.495","1.4444","914.37"
"10.515","1.4421","890.48"
"10.535","1.4340","870.27"
"10.555","1.4254","847.02"
"10.575","1.4121","820.25"
"10.595","1.3949","792.48"
"10.615","1.3777","769.07"
"10.635","1.3619","751.85"
"10.655","1.3472","734.55"
"10.675","1.3325","718.11"
"10.695","1.3179","703.45"
"10.715","1.3037","688.65"
"10.735","1.2896","674.01"
"10.755","1.2749","659.24"
"10.775","1.2602","644.27"
"10.795","1.2457","631.18"
"10.815","1.2313","617.30"
"10.835","1.2169","604.22"
"10.855","1.2025","591.82"
"10.875","1.1884","578.40"
"10.895","1.1740","566.68"
"10.915","1.1598","553.55"
"10.935","1.1453","540.87"
"10.955","1.1311","529.65"
"10.975","1.1169","517.60"
"10.995","1.1028","505.97"
"11.015","1.0888","494.72"
"11.035","1.0748","482.91"
"11.055","1.0608","472.30"
"11.075","1.0468","460.35"
"11.095","1.0326","449.03"
"11.115","1.0183","437.48"
"11.135","1.0039","425.37"
"11.155","0.98961","414.41"
"11.175","0.97529","403.36"
"11.195","0.96106","391.89"
"11.215","0.94670","381.12"
"11.235","0.93234","369.99"
"11.255","0.91813","359.26"
"11.275","0.90388","348.99"
"11.295","0.88969","338.00"
"11.315","0.87547","327.61"
"11.335","0.86152","317.45"
"11.355","0.84711","305.85"
"11.375","0.83256","295.29"
"11.395","0.81828","285.44"
"11.415","0.80432","274.95"
"11.435","0.79030","265.26"
"11.455","0.77618","254.61"
"11.475","0.76209","244.53"
"11.495","0.74806","234.87"
"11.515","0.73386","224.38"
"11.535","0.71964","214.49"
"11.555","0.70544","204.46"
"11.575","0.69130","193.26"
"11.595","0.67687","184.23"
"11.615","0.66247","173.15"
"11.635","0.64815","163.10"
"11.655","0.63387","154.09"
"11.675","0.61956","142.65"
"11.695","0.60521","133.19"
"11.715","0.59103","124.03"
"11.735","0.57660","113.09"
"11.755","0.56224","103.84"
"11.775","0.54798","94.260"
"11.795","0.53401","84.689"
"11.815","0.51982","75.250"
"11.835","0.50557","65.078"
"11.855","0.49147","56.492"
"11.875","0.47747","47.275"
"11.895","0.46335","37.032"
"11.915","0.44918","27.709"
"11.935","0.43513","18.574"
"11.955","0.42112","8.8951"
"11.975","0.40678","-0.15726"
"11.995","0.39259","-10.876"
"12.015","0.37820","-20.691"
"12.035","0.36377","-30.012"
"12.055","0.34930","-40.403"
"12.075","0.33501","-49.648"
"12.095","0.32084","-58.661"
"12.115","0.30664","-68.126"
"12.135","0.29264","-76.759"
"12.155","0.27860","-86.404"
"12.175","0.26448","-95.944"
"12.195","0.24983","-106.46"
"12.215","0.23506","-116.79"
"12.235","0.22080","-125.10"
"12.255","0.20697","-133.83"
"12.275","0.19296","-143.02"
"12.295","0.17877","-151.87"
"12.315","0.16460","-161.12"
"12.335","0.15065","-170.55"
"12.355","0.13655","-179.33"
"12.375","0.12246","-188.76"
"12.395","0.10816","-197.78"
"12.415","0.093883","-207.36"
"12.435","0.079485","-216.68"
"12.455","0.065233","-225.57"
"12.475","0.050954","-235.11"
"12.495","0.036538","-244.43"
"12.515","0.022252","-252.70"
"12.535","0.0080482","-262.03"
"12.547","-0.00045762","-266.89"
"12.548","-0.0011617","-267.32"
"12.568","-0.014812","-270.81"
"12.588","-0.022418","-258.98"
"12.608","-0.020192","-229.51"
"12.628","-0.012285","-204.56"
"12.648","-0.0044153","-179.36"
"12.668","0.0083152","-144.90"
"12.688","0.025635","-111.25"
"12.708","0.043467","-82.659"
"12.728","0.059841","-58.841"
"12.748","0.075104","-40.134"
"12.768","0.089809","-20.242"
"12.788","0.10451","-1.9288"
"12.808","0.11891","14.357"
"12.828","0.13311","31.860"
"12.848","0.14724","47.082"
"12.868","0.16147","63.068"
"12.888","0.17566","78.950"
"12.908","0.18990","93.354"
"12.928","0.20446","109.65"
"12.948","0.21903","124.29"
"12.968","0.23333","137.45"
"12.988","0.24737","151.79"
"13.008","0.26164","165.05"
"13.028","0.27598","178.45"
"13.048","0.29013","191.85"
"13.068","0.30449","204.11"
"13.088","0.31899","217.57"
"13.108","0.33336","230.10"
"13.128","0.34745","241.52"
"13.148","0.36168","254.74"
"13.168","0.37613","266.38"
"13.188","0.39035","278.24"
"13.208","0.40448","289.37"
"13.228","0.41836","299.28"
"13.248","0.43243","310.97"
"13.268","0.44632","321.02"
"13.288","0.46028","332.30"
"13.308","0.47469","344.42"
"13.328","0.48923","354.96"
"13.348","0.50361","365.59"
"13.368","0.51771","375.99"
"13.388","0.53215","386.97"
"13.408","0.54660","397.41"
"13.428","0.56073","407.00"
"13.448","0.57489","417.11"
"13.468","0.58914","427.64"
"13.488","0.60347","437.13"
"13.508","0.61763","447.13"
"13.528","0.63199","457.27"
"13.548","0.64658","467.22"
"13.568","0.66100","477.33"
"13.588","0.67514","485.47"
"13.608","0.68895","494.40"
"13.628","0.70308","503.91"
"13.648","0.71707","512.31"
"13.668","0.73090","521.43"
"13.688","0.74494","530.97"
"13.708","0.75926","539.82"
"13.728","0.77348","549.34"
"13.748","0.78762","558.74"
"13.768","0.80197","567.41"
"13.788","0.81642","577.19"
"13.808","0.83071","585.62"
"13.828","0.84497","594.54"
"13.848","0.85938","603.87"
"13.868","0.87383","611.57"
"13.888","0.88781","619.92"
"13.908","0.90187","628.21"
"13.928","0.91618","637.09"
"13.948","0.93058","646.89"
"13.968","0.94489","654.80"
"13.988","0.95913","662.89"
"14.008","0.97348","671.52"
"14.028","0.98750","678.57"
"14.048","1.0015","686.65"
"14.068","1.0156","695.39"
"14.088","1.0297","703.50"
"14.108","1.0439","711.73"
"14.128","1.0579","719.47"
"14.148","1.0722","727.60"
"14.168","1.0864","735.22"
"14.188","1.1006","743.00"
"14.208","1.1147","751.62"
"14.228","1.1291","759.83"
"14.248","1.1436","767.78"
"14.268","1.1579","776.04"
"14.288","1.1723","783.33"
"14.308","1.1866","791.68"
"14.328","1.2011","799.23"
"14.348","1.2152","806.15"
"14.368","1.2293","814.44"
"14.388","1.2438","821.92"
"14.408","1.2581","829.46"
"14.428","1.2722","836.94"
"14.448","1.2862","843.89"
"14.468","1.3005","852.03"
"14.488","1.3144","858.20"
"14.508","1.3280","864.52"
"14.528","1.3419","872.69"
"14.548","1.3562","879.85"
"14.568","1.3707","888.24"
"14.588","1.3850","895.61"
"14.608","1.3992","902.18"
"14.628","1.4136","910.75"
"14.640","1.4222","914.95"
"14.641","1.4229","915.27"
"14.661","1.4368","917.28"
"14.681","1.4443","907.02"
"14.701","1.4420","883.03"
"14.721","1.4339","862.12"
"14.741","1.4254","840.44"
"14.761","1.4121","812.54"
"14.781","1.3949","785.41"
"14.801","1.3777","762.23"
"14.821","1.3619","743.55"
"14.841","1.3471","727.40"
"14.861","1.3325","710.84"
"14.881","1.3179","695.78"
"14.901","1.3037","681.80"
"14.921","1.2896","666.28"
"14.941","1.2749","652.22"
"14.961","1.2602","637.44"
"14.981","1.2456","623.77"
"15.001","1.2313","610.42"
"15.021","1.2168","596.79"
"15.041","1.2024","584.50"
"15.061","1.1883","571.41"
"15.081","1.1739","559.26"
"15.101","1.1597","546.98"
"15.121","1.1453","534.42"
"15.141","1.1311","522.43"
"15.161","1.1169","510.15"
"15.181","1.1027","498.32"
"15.201","1.0887","487.47"
"15.221","1.0748","476.28"
"15.241","1.0608","465.29"
"15.261","1.0467","453.73"
"15.281","1.0326","442.26"
"15.301","1.0182","430.19"
"15.321","1.0038","418.79"
"15.341","0.98953","407.61"
"15.361","0.97526","396.59"
"15.381","0.96104","385.84"
"15.401","0.94666","374.52"
"15.421","0.93229","363.65"
"15.441","0.91818","353.06"
"15.461","0.90403","342.27"
"15.481","0.88980","331.83"
"15.501","0.87538","320.37"
"15.521","0.86123","310.24"
"15.541","0.84690","300.17"
"15.561","0.83254","288.96"
"15.581","0.81832","279.28"
"15.601","0.80430","268.97"
"15.621","0.79022","258.48"
"15.641","0.77612","249.02"
"15.661","0.76201","238.59"
"15.681","0.74798","228.52"
"15.701","0.73380","218.49"
"15.721","0.71955","207.82"
"15.741","0.70537","198.58"
"15.761","0.69127","187.85"
"15.781","0.67681","177.28"
"15.801","0.66242","167.56"
"15.821","0.64805","156.83"
"15.841","0.63378","147.02"
"15.861","0.61946","137.52"
"15.881","0.60509","127.18"
"15.901","0.59093","117.68"
"15.921","0.57651","107.54"
"15.941","0.56220","97.555"
"15.961","0.54795","88.271"
"15.981","0.53396","78.639"
"16.001","0.51977","68.700"
"16.021","0.50553","59.410"
"16.041","0.49139","49.861"
"16.061","0.47739","40.714"
"16.081","0.46330","31.426"
"16.101","0.44915","21.778"
"16.121","0.43509","12.790"
"16.141","0.42107","2.5600"
"16.161","0.40673","-6.6883"
"16.181","0.39251","-16.579"
"16.201","0.37811","-26.332"
"16.221","0.36370","-36.143"
"16.241","0.34923","-46.040"
"16.261","0.33493","-55.615"
"16.281","0.32082","-64.488"
"16.301","0.30651","-74.196"
"16.321","0.29220","-84.215"
"16.341","0.27795","-93.067"
"16.361","0.26390","-101.83"
"16.381","0.24969","-111.55"
"16.401","0.23543","-120.77"
"16.421","0.22127","-129.76"
